,PolicyholderAgeinyears,IncomeofPolicyholderperannum,Planenrolledyear,YearofMaturity,NumberofPremiumspaidinyears,PremiumPaidtilldate,Totaldelayedmonths,Default
628,62,330080,2016,2031,7,87500,11,1
629,69,330070,2019,2034,4,50000,11,0
630,35,330070,2021,2036,2,25000,11,0
631,33,330070,2020,2035,3,37500,11,0
632,68,330060,2016,2031,7,87500,11,1
633,58,330060,2019,2034,4,50000,11,0
634,63,330050,2010,2025,13,162500,16,1
635,46,330040,2016,2031,7,87500,11,1
636,45,330030,2019,2034,4,50000,11,0
637,43,330030,2021,2036,2,25000,11,0
638,30,328940,2020,2035,3,37500,12,0
639,72,328860,2016,2031,7,87500,11,1
640,35,556387,2019,2034,4,50000,11,0
641,65,556387,2010,2025,13,162500,11,1
642,53,532060,2016,2031,7,87500,11,1
643,31,531860,2019,2034,4,50000,16,0
644,58,530280,2016,2031,7,87500,11,1
645,58,530070,2019,2034,4,50000,11,0
646,67,530030,2010,2025,13,162500,11,1
647,40,525140,2016,2031,7,87500,11,1
648,78,525110,2019,2034,4,50000,16,0
649,61,525110,2010,2025,13,162500,13,1
650,41,525060,2016,2031,7,87500,11,1
651,57,525040,2019,2034,4,50000,11,0
652,33,522130,2016,2031,7,87500,11,1
653,37,522130,2019,2034,4,50000,11,0
654,32,522120,2010,2025,13,162500,11,1
655,36,522080,2016,2031,7,87500,13,1
656,39,519120,2019,2034,4,50000,11,0
657,56,517950,2010,2025,13,162500,11,1
658,34,516030,2016,2031,7,87500,11,1
659,41,511600,2019,2034,4,50000,11,0
660,41,510130,2016,2031,7,87500,11,1
661,48,325050,2019,2034,4,50000,12,0
662,32,325050,2010,2025,13,162500,13,1
663,74,325040,2016,2031,7,87500,11,1
664,31,325030,2019,2034,4,50000,16,0
665,48,325020,2010,2025,13,162500,16,1
666,54,324960,2016,2031,7,87500,11,1
667,52,324650,2019,2034,4,50000,14,0
668,39,324110,2016,2031,7,87500,11,1
669,39,324090,2019,2034,4,50000,11,0
670,77,323370,2010,2025,13,162500,12,1
671,72,322830,2016,2031,7,87500,11,1
672,51,322640,2019,2034,4,50000,12,0
673,62,322630,2010,2025,13,162500,14,1
674,66,322560,2016,2031,7,87500,11,1
675,52,322530,2019,2034,4,50000,11,0
676,45,322440,2016,2031,7,87500,11,1
677,65,322390,2019,2034,4,50000,11,0
678,72,322180,2010,2025,13,162500,11,1
679,48,322160,2016,2031,7,87500,11,1
680,57,322110,2019,2034,4,50000,11,0
681,46,321580,2010,2025,13,162500,9,1
682,40,321530,2016,2031,7,87500,11,1
683,33,321430,2019,2034,4,50000,11,0
684,49,321080,2016,2031,7,87500,12,1
685,39,321010,2019,2034,4,50000,11,0
686,73,320790,2010,2025,13,162500,11,1
687,67,320780,2016,2031,7,87500,11,1
688,45,320490,2019,2034,4,50000,11,0
689,35,320060,2019,2034,4,50000,11,0
690,34,318830,2010,2025,13,162500,16,1
691,52,318520,2016,2031,7,87500,11,1
692,61,318260,2019,2034,4,50000,11,0
693,65,318150,2016,2031,7,87500,11,1
694,89,318130,2019,2034,4,50000,11,0
695,66,318050,2010,2025,13,162500,11,1
696,49,317660,2016,2031,7,87500,11,1
697,35,317540,2019,2034,4,50000,11,0
698,66,317520,2010,2025,13,162500,11,1
699,56,317440,2016,2031,7,87500,11,1
700,48,316900,2019,2034,4,50000,11,0
701,37,316850,2016,2031,7,87500,11,1
702,69,316700,2019,2034,4,50000,11,0
703,35,316320,2010,2025,13,162500,11,1
704,56,316300,2016,2031,7,87500,11,1
705,58,316190,2019,2034,4,50000,11,0
706,42,315980,2019,2034,4,50000,11,0
707,50,315720,2010,2025,13,162500,14,1
708,55,315310,2016,2031,7,87500,14,1
709,45,315150,2019,2034,4,50000,11,0
710,51,315150,2016,2031,7,87500,11,1
711,54,315150,2019,2034,4,50000,11,0
712,66,315150,2010,2025,13,162500,11,1
713,60,315140,2016,2031,7,87500,11,1
714,78,315140,2019,2034,4,50000,12,0
715,52,315140,2010,2025,13,162500,11,1
716,65,315140,2016,2031,7,87500,11,1
717,43,315130,2019,2034,4,50000,11,0
718,64,315120,2016,2031,7,87500,13,1
719,58,315120,2019,2034,4,50000,11,0
720,40,315120,2010,2025,13,162500,13,1
721,61,315110,2016,2031,7,87500,11,1
722,30,315110,2019,2034,4,50000,11,0
723,54,315110,2019,2034,4,50000,11,0
724,31,315110,2010,2025,13,162500,11,1
725,48,315100,2016,2031,7,87500,11,1
726,60,315100,2019,2034,4,50000,11,0
727,40,315100,2016,2031,7,87500,11,1
728,62,315100,2019,2034,4,50000,11,0
729,50,315090,2010,2025,13,162500,9,1
730,53,315090,2016,2031,7,87500,11,1
731,51,315080,2019,2034,4,50000,11,0
732,50,315080,2010,2025,13,162500,11,1
733,32,315080,2016,2031,7,87500,11,1
734,61,315070,2019,2034,4,50000,11,0
735,59,315070,2016,2031,7,87500,16,1
736,36,315070,2019,2034,4,50000,11,0
737,56,315070,2010,2025,13,162500,11,1
738,66,315060,2016,2031,7,87500,11,1
739,39,315060,2019,2034,4,50000,11,0
740,41,315060,2021,2036,2,25000,11,0
741,61,315050,2020,2035,3,37500,11,0
742,90,315050,2016,2031,7,87500,11,1
743,33,315050,2019,2034,4,50000,11,0
744,54,315040,2010,2025,13,162500,16,1
745,49,315040,2016,2031,7,87500,14,1
746,61,315040,2019,2034,4,50000,11,0
747,55,315040,2021,2036,2,25000,11,0
748,42,315030,2020,2035,3,37500,13,0
749,34,315030,2016,2031,7,87500,14,1
750,32,315030,2019,2034,4,50000,11,0
751,31,315030,2010,2025,13,162500,11,1
752,34,315030,2016,2031,7,87500,11,1
753,30,314790,2019,2034,4,50000,11,0
754,64,314530,2016,2031,7,87500,11,1
755,69,314380,2019,2034,4,50000,11,0
756,71,314200,2010,2025,13,162500,11,1
757,33,314090,2016,2031,7,87500,11,1
758,38,313870,2019,2034,4,50000,11,0
759,66,313610,2021,2036,2,25000,12,0
760,32,313480,2020,2035,3,37500,13,0
761,55,313110,2016,2031,7,87500,11,1
762,53,313100,2019,2034,4,50000,11,0
763,48,312660,2010,2025,13,162500,11,1
764,43,312640,2016,2031,7,87500,11,1
765,40,312630,2019,2034,4,50000,11,0
766,53,312620,2021,2036,2,25000,11,0
767,61,312600,2020,2035,3,37500,16,0
768,75,312590,2016,2031,7,87500,11,1
769,58,312560,2019,2034,4,50000,16,0
770,43,312520,2010,2025,13,162500,11,1
771,35,312520,2016,2031,7,87500,12,1
772,56,312520,2019,2034,4,50000,16,0
773,48,312510,2016,2031,7,87500,11,1
774,49,312150,2019,2034,4,50000,11,0
775,36,312140,2010,2025,13,162500,12,1
776,63,312080,2016,2031,7,87500,16,1
777,65,312060,2019,2034,4,50000,11,0
778,54,312030,2021,2036,2,25000,11,0
779,63,311820,2020,2035,3,37500,11,0
780,51,311780,2016,2031,7,87500,11,1
781,42,310580,2019,2034,4,50000,16,0
782,41,310380,2010,2025,13,162500,11,1
783,56,310110,2016,2031,7,87500,11,1
784,65,310050,2019,2034,4,50000,12,0
785,35,309830,2021,2036,2,25000,11,0
786,30,309830,2020,2035,3,37500,12,0
787,55,309450,2016,2031,7,87500,12,1
788,35,309120,2019,2034,4,50000,16,0
789,74,309050,2010,2025,13,162500,11,1
790,53,309050,2016,2031,7,87500,11,1
791,70,308730,2019,2034,4,50000,11,0
792,59,308410,2016,2031,7,87500,12,1
793,88,308030,2019,2034,4,50000,12,0
794,77,307600,2010,2025,13,162500,11,1
795,51,307600,2016,2031,7,87500,12,1
796,67,307200,2019,2034,4,50000,11,0
797,57,307020,2010,2025,13,162500,11,1
798,46,306830,2016,2031,7,87500,14,1
799,64,306810,2019,2034,4,50000,11,0
800,42,305970,2016,2031,7,87500,11,1
801,50,305820,2019,2034,4,50000,11,0
802,34,305600,2010,2025,13,162500,11,1
803,65,305460,2016,2031,7,87500,11,1
804,31,305040,2019,2034,4,50000,11,0
805,75,305020,2010,2025,13,162500,11,1
806,63,305010,2016,2031,7,87500,12,1
807,55,304910,2019,2034,4,50000,11,0
808,49,304590,2016,2031,7,87500,11,1
809,35,304530,2019,2034,4,50000,14,0
810,72,303610,2010,2025,13,162500,11,1
811,48,303130,2016,2031,7,87500,11,1
812,32,303110,2019,2034,4,50000,11,0
813,49,302630,2010,2025,13,162500,11,1
814,46,302600,2016,2031,7,87500,11,1
815,42,302550,2019,2034,4,50000,16,0
816,51,302190,2016,2031,7,87500,12,1
817,55,301730,2019,2034,4,50000,11,0
818,52,301470,2010,2025,13,162500,11,1
819,38,301280,2016,2031,7,87500,11,1
820,62,301060,2019,2034,4,50000,13,0
821,78,300690,2010,2025,13,162500,11,1
822,72,300410,2016,2031,7,87500,11,1
823,55,300150,2019,2034,4,50000,11,0
824,50,300150,2016,2031,7,87500,11,1
825,40,300150,2019,2034,4,50000,11,0
826,63,300150,2010,2025,13,162500,11,1
827,53,300150,2016,2031,7,87500,11,1
828,57,300150,2019,2034,4,50000,9,1
829,56,300150,2010,2025,13,162500,11,1
830,40,300140,2016,2031,7,87500,11,1
831,42,300140,2019,2034,4,50000,11,0
832,53,300140,2016,2031,7,87500,11,1
833,41,300140,2019,2034,4,50000,16,0
834,72,300140,2010,2025,13,162500,11,1
835,74,300140,2016,2031,7,87500,12,1
836,76,300140,2019,2034,4,50000,13,0
837,75,300140,2019,2034,4,50000,11,0
838,38,300130,2010,2025,13,162500,11,1
839,79,300130,2016,2031,7,87500,14,1
840,41,300130,2019,2034,4,50000,16,0
841,37,300120,2016,2031,7,87500,11,1
842,46,300120,2019,2034,4,50000,16,0
843,35,300120,2010,2025,13,162500,16,1
844,44,300120,2016,2031,7,87500,11,1
845,51,300110,2019,2034,4,50000,11,0
846,61,300110,2010,2025,13,162500,11,1
847,64,300110,2016,2031,7,87500,11,1
848,33,300110,2019,2034,4,50000,11,0
849,51,300100,2016,2031,7,87500,16,0
850,75,300100,2019,2034,4,50000,11,0
851,47,300100,2010,2025,13,162500,11,1
852,49,300100,2016,2031,7,87500,13,1
853,63,300090,2019,2034,4,50000,11,0
854,38,300090,2019,2034,4,50000,11,0
855,60,300090,2010,2025,13,162500,9,1
856,46,300090,2016,2031,7,87500,16,1
857,68,300090,2019,2034,4,50000,12,0
858,61,300090,2016,2031,7,87500,11,1
859,70,300080,2019,2034,4,50000,11,0
860,43,300080,2010,2025,13,162500,11,1
861,46,300080,2016,2031,7,87500,11,1
862,68,300080,2019,2034,4,50000,11,0
863,65,300080,2010,2025,13,162500,11,1
864,47,300080,2016,2031,7,87500,16,1
865,46,300070,2019,2034,4,50000,11,0
866,65,300070,2016,2031,7,87500,11,1
867,38,300070,2019,2034,4,50000,11,0
868,69,300070,2010,2025,13,162500,16,1
869,38,300070,2016,2031,7,87500,11,1
870,62,300060,2019,2034,4,50000,13,0
871,48,300060,2019,2034,4,50000,11,0
872,34,300050,2010,2025,13,162500,11,1
873,62,300050,2016,2031,7,87500,11,1
874,51,300040,2019,2034,4,50000,11,0
875,61,300040,2016,2031,7,87500,11,1
876,46,300040,2019,2034,4,50000,16,0
877,64,300040,2010,2025,13,162500,11,1
878,32,300040,2016,2031,7,87500,11,1
879,66,300040,2019,2034,4,50000,12,0
880,38,300040,2010,2025,13,162500,11,1
881,40,300030,2016,2031,7,87500,11,1
882,61,300030,2019,2034,4,50000,11,0
883,56,300030,2016,2031,7,87500,11,1
884,71,300030,2019,2034,4,50000,9,1
885,35,300030,2010,2025,13,162500,11,1
886,46,300030,2016,2031,7,87500,11,1
887,49,299900,2019,2034,4,50000,11,0
888,32,298550,2021,2036,2,25000,11,0
889,86,298500,2020,2035,3,37500,9,0
890,31,298080,2016,2031,7,87500,15,1
891,48,297750,2019,2034,4,50000,11,0
892,42,297510,2010,2025,13,162500,16,1
893,38,297420,2016,2031,7,87500,11,1
894,37,297120,2019,2034,4,50000,13,0
895,62,297090,2021,2036,2,25000,11,0
896,50,297090,2020,2035,3,37500,11,0
897,53,296690,2016,2031,7,87500,11,1
898,75,296610,2019,2034,4,50000,11,0
899,49,296540,2010,2025,13,162500,11,1
900,53,296370,2016,2031,7,87500,11,1
901,35,296200,2019,2034,4,50000,11,0
902,43,295100,2016,2031,7,87500,11,1
903,72,295090,2019,2034,4,50000,11,0
904,82,295090,2010,2025,13,162500,12,1
905,47,295080,2016,2031,7,87500,12,1
906,49,295080,2019,2034,4,50000,11,0
907,79,295060,2021,2036,2,25000,11,0
908,67,295050,2020,2035,3,37500,11,0
909,36,294840,2016,2031,7,87500,11,1
910,52,294820,2019,2034,4,50000,11,0
911,44,294190,2010,2025,13,162500,11,1
912,37,294150,2016,2031,7,87500,11,1
913,47,294140,2019,2034,4,50000,11,0
914,40,294140,2021,2036,2,25000,16,0
915,49,294130,2020,2035,3,37500,11,0
916,67,294090,2016,2031,7,87500,11,1
917,59,293840,2019,2034,4,50000,12,0
918,39,293100,2010,2025,13,162500,11,1
919,75,293030,2016,2031,7,87500,11,1
920,35,292940,2019,2034,4,50000,11,0
921,52,292810,2016,2031,7,87500,11,1
922,32,292120,2019,2034,4,50000,11,0
923,70,291270,2010,2025,13,162500,13,1
924,61,291270,2016,2031,7,87500,11,1
925,55,291140,2019,2034,4,50000,13,0
926,64,291110,2021,2036,2,25000,13,0
927,53,291080,2020,2035,3,37500,11,0
928,55,291070,2016,2031,7,87500,11,1
929,66,291050,2019,2034,4,50000,11,0
930,49,291030,2010,2025,13,162500,11,1
931,61,291000,2016,2031,7,87500,16,1
932,34,290960,2019,2034,4,50000,10,0
933,47,290550,2021,2036,2,25000,11,0
934,64,290510,2020,2035,3,37500,11,0
935,32,290370,2016,2031,7,87500,11,1
936,58,290300,2019,2034,4,50000,11,0
937,46,290140,2010,2025,13,162500,12,1
938,35,290100,2016,2031,7,87500,16,0
939,48,290090,2019,2034,4,50000,11,0
940,53,290020,2016,2031,7,87500,11,1
941,34,289480,2019,2034,4,50000,11,0
942,66,288620,2010,2025,13,162500,11,1
943,41,288430,2016,2031,7,87500,11,1
944,44,288280,2019,2034,4,50000,12,0
945,62,288150,2010,2025,13,162500,11,1
946,59,288140,2016,2031,7,87500,11,1
947,52,288110,2019,2034,4,50000,11,0
948,63,288100,2016,2031,7,87500,11,1
949,46,288090,2019,2034,4,50000,11,0
950,50,288070,2010,2025,13,162500,11,1
951,44,288060,2016,2031,7,87500,11,1
952,59,288050,2019,2034,4,50000,11,0
953,62,287580,2010,2025,13,162500,11,1
954,50,287580,2016,2031,7,87500,11,1
955,66,287580,2019,2034,4,50000,11,0
956,44,287560,2016,2031,7,87500,11,1
957,35,287530,2019,2034,4,50000,11,0
958,49,287520,2010,2025,13,162500,11,1
959,46,287280,2016,2031,7,87500,13,1
960,44,286770,2019,2034,4,50000,11,0
961,33,286650,2010,2025,13,162500,11,1
962,73,286640,2016,2031,7,87500,11,1
963,81,286550,2019,2034,4,50000,16,0
964,51,286420,2016,2031,7,87500,11,1
965,60,286320,2019,2034,4,50000,11,0
966,42,286020,2010,2025,13,162500,16,1
967,42,285570,2016,2031,7,87500,11,1
968,40,285490,2019,2034,4,50000,11,0
969,46,285280,2010,2025,13,162500,13,1
970,43,285150,2016,2031,7,87500,11,1
971,66,285140,2019,2034,4,50000,13,0
972,63,285130,2016,2031,7,87500,11,1
973,57,285130,2019,2034,4,50000,11,0
974,43,285120,2010,2025,13,162500,11,1
975,35,285110,2016,2031,7,87500,11,1
976,70,285100,2019,2034,4,50000,11,0
977,62,285080,2010,2025,13,162500,12,1
978,35,285060,2016,2031,7,87500,12,1
979,38,285050,2019,2034,4,50000,11,0
980,51,285020,2016,2031,7,87500,11,1
981,52,284730,2019,2034,4,50000,11,0
982,54,283870,2010,2025,13,162500,14,1
983,46,283580,2016,2031,7,87500,16,1
984,30,283550,2019,2034,4,50000,11,0
985,45,283440,2019,2034,4,50000,11,0
986,46,283320,2010,2025,13,162500,13,1
987,40,283280,2016,2031,7,87500,12,1
988,68,283090,2019,2034,4,50000,11,0
989,43,283050,2016,2031,7,87500,12,1
990,69,282780,2019,2034,4,50000,12,0
991,38,282620,2010,2025,13,162500,16,1
992,66,282610,2016,2031,7,87500,11,1
993,30,282450,2019,2034,4,50000,11,0
994,41,282390,2010,2025,13,162500,12,1
995,48,282130,2016,2031,7,87500,11,1
996,35,282110,2019,2034,4,50000,12,0
997,39,282070,2016,2031,7,87500,11,1
998,41,282050,2019,2034,4,50000,11,0
999,62,281110,2010,2025,13,162500,11,1
1000,33,280940,2016,2031,7,87500,11,1
1001,79,280730,2019,2034,4,50000,11,0
1002,53,280540,2019,2034,4,50000,11,0
1003,65,280150,2010,2025,13,162500,11,1
1004,35,280130,2016,2031,7,87500,11,1
1005,36,280110,2019,2034,4,50000,11,0
1006,75,279950,2016,2031,7,87500,12,1
1007,68,279870,2019,2034,4,50000,11,0
1008,64,279620,2010,2025,13,162500,11,1
1009,46,279600,2016,2031,7,87500,11,1
1010,34,279120,2019,2034,4,50000,11,0
1011,38,279090,2010,2025,13,162500,12,1
1012,67,279080,2016,2031,7,87500,12,1
1013,33,279070,2019,2034,4,50000,16,0
1014,68,279070,2016,2031,7,87500,12,1
1015,60,279050,2019,2034,4,50000,11,0
1016,54,279040,2010,2025,13,162500,16,1
1017,74,278990,2016,2031,7,87500,16,1
1018,63,278510,2019,2034,4,50000,11,0
1019,59,277920,2019,2034,4,50000,11,0
1020,39,277880,2010,2025,13,162500,11,1
1021,53,277800,2016,2031,7,87500,11,1
1022,55,277550,2019,2034,4,50000,11,0
1023,60,277540,2016,2031,7,87500,11,1
1024,75,277330,2019,2034,4,50000,11,0
1025,57,277030,2010,2025,13,162500,11,1
1026,59,276930,2016,2031,7,87500,11,1
1027,35,276590,2019,2034,4,50000,11,0
1028,46,276500,2010,2025,13,162500,11,1
1029,35,276480,2016,2031,7,87500,11,1
1030,32,276290,2019,2034,4,50000,16,0
1031,33,276150,2016,2031,7,87500,16,1
1032,47,276110,2019,2034,4,50000,11,0
1033,37,276110,2010,2025,13,162500,11,1
1034,49,276100,2016,2031,7,87500,16,1
1035,77,276100,2019,2034,4,50000,11,0
1036,39,276100,2021,2036,2,25000,12,0
1037,65,276100,2020,2035,3,37500,11,0
1038,36,276060,2016,2031,7,87500,16,1
1039,43,276050,2019,2034,4,50000,11,0
1040,34,276030,2010,2025,13,162500,11,1
1041,57,276030,2016,2031,7,87500,12,1
1042,57,276000,2019,2034,4,50000,11,0
1043,40,275690,2021,2036,2,25000,11,0
1044,46,275120,2020,2035,3,37500,11,0
1045,38,275120,2016,2031,7,87500,11,1
1046,37,275100,2019,2034,4,50000,16,0
1047,54,275090,2010,2025,13,162500,11,1
1048,35,275090,2016,2031,7,87500,11,1
1049,61,275090,2019,2034,4,50000,11,0
1050,58,275070,2016,2031,7,87500,12,1
1051,68,275070,2019,2034,4,50000,11,0
1052,35,275040,2010,2025,13,162500,11,1
1053,37,275040,2016,2031,7,87500,11,1
1054,45,275040,2019,2034,4,50000,11,0
1055,67,275040,2021,2036,2,25000,11,0
1056,43,275040,2020,2035,3,37500,12,0
1057,48,275040,2016,2031,7,87500,16,1
1058,56,275020,2019,2034,4,50000,11,0
1059,39,275010,2010,2025,13,162500,11,1
1060,51,275010,2016,2031,7,87500,11,1
1061,58,275010,2019,2034,4,50000,12,0
1062,63,274770,2021,2036,2,25000,16,0
1063,37,274670,2020,2035,3,37500,16,0
1064,63,274530,2016,2031,7,87500,11,1
1065,43,274300,2019,2034,4,50000,16,0
1066,72,274040,2010,2025,13,162500,11,1
1067,31,273880,2016,2031,7,87500,12,1
1068,40,273870,2019,2034,4,50000,11,0
1069,54,273630,2016,2031,7,87500,14,1
1070,53,273560,2019,2034,4,50000,11,0
1071,72,273100,2010,2025,13,162500,16,1
1072,65,273080,2016,2031,7,87500,13,1
1073,37,272690,2019,2034,4,50000,11,0
1074,49,272620,2021,2036,2,25000,11,0
1075,63,272560,2020,2035,3,37500,11,0
1076,51,272530,2016,2031,7,87500,11,1
1077,47,272250,2019,2034,4,50000,11,0
1078,35,271930,2010,2025,13,162500,11,1
1079,30,271800,2016,2031,7,87500,16,1
1080,46,271350,2019,2034,4,50000,12,0
1081,91,271330,2021,2036,2,25000,11,0
1082,70,271320,2020,2035,3,37500,11,0
1083,38,271320,2016,2031,7,87500,16,1
1084,61,271170,2019,2034,4,50000,11,0
1085,42,271130,2010,2025,13,162500,12,1
1086,58,270980,2016,2031,7,87500,11,1
1087,66,270570,2019,2034,4,50000,11,0
1088,56,270320,2016,2031,7,87500,11,1
1089,77,270150,2019,2034,4,50000,11,0
1090,38,270150,2010,2025,13,162500,11,1
1091,35,270140,2016,2031,7,87500,11,1
1092,35,270140,2019,2034,4,50000,13,0
1093,63,270140,2010,2025,13,162500,11,1
1094,44,270130,2016,2031,7,87500,11,1
1095,67,270130,2019,2034,4,50000,11,0
1096,67,270130,2016,2031,7,87500,11,1
1097,73,270120,2019,2034,4,50000,11,0
1098,70,270120,2010,2025,13,162500,11,1
1099,63,270120,2016,2031,7,87500,11,1
1100,56,270110,2019,2034,4,50000,11,0
1101,59,270100,2010,2025,13,162500,11,1
1102,47,270100,2016,2031,7,87500,16,1
1103,62,270100,2019,2034,4,50000,11,0
1104,41,270090,2016,2031,7,87500,11,1
1105,33,270090,2019,2034,4,50000,11,0
1106,56,270090,2010,2025,13,162500,11,1
1107,35,270090,2016,2031,7,87500,16,0
1108,54,270080,2019,2034,4,50000,11,0
1109,34,270080,2010,2025,13,162500,11,1
1110,49,270080,2016,2031,7,87500,12,1
1111,79,270070,2019,2034,4,50000,13,0
1112,73,270070,2016,2031,7,87500,11,1
1113,48,270070,2019,2034,4,50000,11,0
1114,78,270060,2010,2025,13,162500,13,1
1115,61,270060,2016,2031,7,87500,11,1
1116,41,270060,2019,2034,4,50000,11,0
1117,45,270060,2010,2025,13,162500,11,1
1118,36,270060,2016,2031,7,87500,11,1
1119,38,270050,2019,2034,4,50000,14,0
1120,55,270050,2016,2031,7,87500,11,1
1121,59,270040,2019,2034,4,50000,11,0
1122,35,270040,2010,2025,13,162500,16,1
1123,42,270030,2016,2031,7,87500,11,1
1124,44,269980,2019,2034,4,50000,11,0
1125,46,269580,2010,2025,13,162500,11,1
1126,75,268750,2016,2031,7,87500,11,1
1127,56,268730,2019,2034,4,50000,11,0
1128,50,268530,2016,2031,7,87500,11,1
1129,35,268420,2019,2034,4,50000,12,0
1130,46,268370,2010,2025,13,162500,11,1
1131,31,268270,2016,2031,7,87500,11,1
1132,72,267620,2019,2034,4,50000,11,0
1133,44,267610,2019,2034,4,50000,11,0
1134,46,267600,2010,2025,13,162500,11,1
1135,54,267560,2016,2031,7,87500,11,1
1136,61,267510,2019,2034,4,50000,11,0
1137,64,267130,2016,2031,7,87500,11,1
1138,31,267110,2019,2034,4,50000,11,0
1139,46,267110,2010,2025,13,162500,16,1
1140,48,267100,2016,2031,7,87500,11,1
1141,49,267080,2019,2034,4,50000,11,0
1142,57,267070,2010,2025,13,162500,11,1
1143,45,267070,2016,2031,7,87500,12,1
1144,52,267070,2019,2034,4,50000,16,0
1145,60,267050,2016,2031,7,87500,11,1
1146,90,266940,2019,2034,4,50000,11,0
1147,49,266810,2010,2025,13,162500,11,1
1148,66,266590,2016,2031,7,87500,11,1
1149,46,266460,2019,2034,4,50000,12,0
1150,35,266100,2019,2034,4,50000,11,0
1151,61,266090,2010,2025,13,162500,11,1
1152,49,265120,2016,2031,7,87500,11,1
1153,62,265120,2019,2034,4,50000,11,0
1154,53,265120,2016,2031,7,87500,12,1
1155,48,265110,2019,2034,4,50000,11,0
1156,49,265070,2010,2025,13,162500,11,1
1157,37,265060,2016,2031,7,87500,11,1
1158,62,264770,2019,2034,4,50000,11,0
1159,57,264190,2010,2025,13,162500,12,1
1160,70,264130,2016,2031,7,87500,16,0
1161,45,264120,2019,2034,4,50000,11,0
1162,37,264090,2016,2031,7,87500,11,1
1163,40,264080,2019,2034,4,50000,15,0
1164,50,264070,2010,2025,13,162500,11,1
1165,38,263570,2016,2031,7,87500,11,1
1166,30,263160,2019,2034,4,50000,11,0
1167,62,263080,2019,2034,4,50000,11,0
1168,48,263040,2010,2025,13,162500,13,1
1169,45,263020,2016,2031,7,87500,12,1
1170,53,262940,2019,2034,4,50000,12,0
1171,50,262650,2016,2031,7,87500,11,1
